"Município";"2007/Jan";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"292595 Rafael Jambeiro";-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;28
"292600 Remanso";-;-;-;-;-;-;-;1;45;99;49;50;54;44;41;32;34;38;29;26;61;83;77;53;47;43;36;56;46;55;43;73;54;56;56;46;35;38;50;43;46;43;45;63;57;87;45;37;23;22;22;25;31;40;49;65;82;43;48;48;30;38;44;45;77;58;37;45;60;67;31;58;58;72;46;59;62;74;68;72;83;73;41;44;46;43;21;41;30;31;34;31;42;61;41;32;31;28;36;28;33;33;35;23;42;47;86;33;29;5;2;3;7;4;15;5;1;1;1;5;4;6;15;13;23;14;18;27;34;39;11;26;35;26;41;27;38;25;27;40;47;29;12;16;23;24;14;13;17;15;20;20;14;19;11;20;5;5;3;5658
"292610 Retirolândia";-;-;-;-;-;-;-;-;-;3;-;-;3;4;2;2;1;2;-;1;1;28;14;23;29;33;22;24;1;8;7;5;19;11;16;10;11;10;11;15;10;17;35;16;31;19;23;20;12;19;19;13;16;9;6;12;24;8;14;12;15;10;15;26;28;22;7;8;9;24;10;11;11;17;37;15;11;5;16;20;-;21;8;9;6;6;6;15;8;10;12;7;6;5;7;6;4;5;4;5;1;1;5;1;1;4;-;5;2;-;-;1;-;-;-;-;-;4;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1151
"292620 Riachão das Neves";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;1;1;-;1;-;2;-;-;-;-;-;-;3;1;2;6;2;4;2;9;2;7;3;-;6;7;1;2;3;-;-;2;-;-;3;2;1;-;-;2;2;1;6;3;3;-;-;-;-;2;1;2;-;1;-;-;1;1;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;121
"292630 Riachão do Jacuípe";-;-;-;-;-;-;-;-;2;1;1;2;4;1;-;5;5;8;2;2;1;-;1;2;-;1;1;-;1;3;-;-;1;1;-;-;-;-;1;-;-;-;2;4;-;3;1;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;82
"292640 Riacho de Santana";-;-;-;-;-;-;-;-;7;62;29;16;10;20;3;13;9;20;18;23;4;21;14;13;13;14;13;14;6;11;13;10;2;1;2;-;1;-;1;-;-;1;7;2;1;-;1;1;-;-;1;2;-;-;2;5;-;3;-;-;1;-;-;-;1;4;8;3;7;5;3;2;1;3;5;-;4;5;5;5;8;7;6;2;5;3;-;1;-;3;6;7;16;8;3;3;3;3;4;1;-;-;-;3;5;-;-;-;2;-;-;2;-;1;-;-;2;2;1;1;2;-;2;-;1;3;2;-;-;-;-;1;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;597
"292650 Ribeira do Amparo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;8;4;26;15;28;15;21;23;13;2;4;6;8;7;11;5;16;11;20;5;9;5;8;16;7;3;8;4;10;1;-;-;3;2;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;3;5;1;1;-;1;-;-;2;3;3;3;4;5;1;-;5;2;7;-;1;-;3;2;3;4;2;-;-;2;1;2;-;8;1;1;1;-;-;1;-;-;-;-;1;3;13;3;2;3;1;3;1;1;3;3;2;3;2;2;5;-;-;2;1;3;1;1;1;3;1;6;2;-;4;2;2;5;-;-;7;13;7;1;-;1;524
"292660 Ribeira do Pombal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;1;-;-;-;-;-;1;-;-;-;23
"292665 Ribeirão do Largo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;32
"292670 Rio de Contas";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"292680 Rio do Antônio";-;-;-;-;-;-;-;-;-;3;2;1;2;-;-;-;-;-;-;-;-;-;2;3;1;1;-;-;-;-;-;-;-;-;4;-;-;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;-;2;2;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
"292690 Rio do Pires";-;-;-;-;-;-;-;-;-;12;-;-;2;2;-;1;1;-;1;2;1;1;2;-;1;2;2;2;1;-;1;2;1;2;-;2;2;1;-;1;-;-;-;-;-;3;-;-;-;1;-;1;-;1;-;1;-;2;-;-;-;2;-;1;-;-;1;-;1;-;-;-;1;-;1;1;1;1;-;1;1;1;1;-;-;2;-;-;2;1;-;2;3;-;1;2;-;1;-;2;1;2;-;-;1;-;-;2;-;1;-;-;2;1;-;-;-;1;2;-;-;-;-;1;-;-;-;5;3;2;2;-;2;1;-;-;2;3;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;123
"292700 Rio Real";-;-;-;-;-;-;-;-;3;30;4;45;73;48;33;24;22;18;24;33;17;14;25;58;60;58;50;22;40;24;38;49;40;45;47;53;58;17;3;-;-;-;3;1;2;2;1;1;-;2;2;1;-;-;1;-;1;-;-;2;-;2;5;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1114
"292710 Rodelas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;7
"292720 Ruy Barbosa";-;-;-;-;-;-;-;-;-;1;1;5;3;2;3;3;-;3;-;1;2;6;5;1;-;2;1;1;1;-;-;-;1;-;-;2;-;-;2;1;1;-;1;-;-;1;2;1;2;-;-;1;-;-;-;-;2;1;2;-;1;-;-;3;1;-;-;7;2;-;1;1;3;-;2;-;1;-;-;-;2;-;1;-;2;-;-;7;2;2;2;-;1;-;-;2;3;1;4;1;-;-;-;-;1;1;-;1;-;-;-;1;-;-;2;-;2;2;-;1;-;-;4;-;2;1;-;1;15;1;1;10;1;-;1;-;-;-;3;-;-;-;1;-;-;1;-;3;-;-;-;-;-;-;-;1;-;-;-;170
"292730 Salinas da Margarida";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;2;1;-;1;-;1;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;1;1;2;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;38
"292740 Salvador";-;-;-;-;-;-;-;1;6;20;12;11;23;12;18;46;14;28;20;15;20;22;21;35;22;34;33;23;34;38;28;32;26;24;38;27;24;33;29;29;48;26;32;27;20;31;31;29;21;20;21;17;27;27;25;12;24;24;17;19;15;24;28;19;21;12;19;11;10;16;24;17;5;6;16;19;12;11;15;15;12;15;8;12;17;5;9;9;10;13;10;6;8;10;6;4;15;17;21;14;17;18;17;23;14;17;17;21;13;16;16;16;14;8;17;14;8;19;15;10;15;13;14;17;15;8;11;6;5;8;5;11;9;12;13;15;10;8;17;20;19;15;19;13;16;19;12;21;10;19;8;12;11;17;14;10;4;5;-;2618
"292750 Santa Bárbara";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3;-;1;2;4;1;-;2;-;1;2;-;3;1;1;-;1;-;-;-;-;-;-;-;1;-;4;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;40
"292760 Santa Brígida";-;-;-;-;-;-;-;-;-;3;1;-;3;2;1;-;-;-;-;-;2;1;2;2;3;1;-;-;-;-;-;-;1;3;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;2;-;-;-;-;3;3;1;-;1;-;-;-;3;-;-;-;1;4;2;2;-;-;-;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;2;-;-;2;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;1;-;-;1;3;-;-;1;-;-;-;-;-;-;1;-;1;1;-;-;86
"292770 Santa Cruz Cabrália";-;-;-;-;-;-;-;-;1;3;3;3;6;2;1;1;1;2;2;1;1;-;1;5;1;6;3;1;-;-;-;4;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;70
"292780 Santa Cruz da Vitória";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;1;1;1;-;-;-;-;1;-;-;1;1;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;2;1;-;2;-;-;2;1;-;1;1;-;-;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2;-;2;-;-;1;1;-;-;-;-;-;-;1;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;44
"292790 Santa Inês";-;-;-;-;-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;18;10;9;9;8;12;22;12;28;20;8;17;9;15;21;16;10;12;7;8;12;7;9;13;10;9;5;1;1;366
"292805 Santa Luzia";-;-;-;-;-;-;-;-;1;3;1;-;1;2;1;2;-;2;4;2;-;6;2;-;-;-;1;-;-;-;2;1;-;4;3;-;1;2;6;11;6;6;10;11;9;5;4;4;5;2;-;2;1;4;1;4;5;8;2;2;3;-;4;5;5;5;1;5;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;3;2;3;2;1;1;5;2;-;1;1;-;-;2;-;-;-;1;1;1;-;228
"292810 Santa Maria da Vitória";-;-;-;-;-;-;-;-;9;52;40;54;25;47;35;43;40;90;32;12;10;37;23;14;22;18;21;29;37;38;38;54;35;43;31;25;23;17;10;25;59;85;28;28;34;34;23;10;16;16;11;13;39;33;11;14;16;13;15;19;13;15;11;11;7;8;3;2;2;2;1;4;2;5;5;3;2;2;2;3;1;3;3;2;-;4;1;3;3;10;4;4;3;4;5;2;2;-;-;2;2;3;-;2;-;3;-;1;-;4;3;3;2;1;2;2;-;1;-;-;1;-;-;-;-;1;2;1;-;-;2;1;1;1;2;1;-;1;2;1;1;-;-;1;1;-;1;-;2;1;-;-;-;-;1;-;-;1;-;1760
"292840 Santa Rita de Cássia";-;-;-;-;-;-;1;-;-;25;19;23;12;5;5;8;15;18;10;6;2;-;1;5;13;14;15;10;10;10;12;6;12;16;5;5;13;4;15;18;31;21;20;8;11;16;8;8;5;4;8;8;7;10;16;34;9;6;9;10;8;7;8;10;14;18;20;17;24;16;15;10;6;4;5;7;7;8;12;18;15;11;9;6;5;6;5;6;13;19;12;10;9;6;8;8;10;10;8;7;9;8;15;18;14;14;16;3;10;7;5;18;29;33;21;9;9;5;15;14;4;4;4;5;4;1;1;5;4;3;12;1;5;2;3;1;7;5;3;5;4;3;-;5;3;4;3;1;-;6;1;6;4;2;1;1;1;-;-;1395
"292850 Santa Teresinha";-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;1;-;-;-;1;-;1;1;4;2;-;2;-;1;-;1;2;-;-;-;-;1;-;-;1;-;1;2;-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;-;1;2;-;2;-;-;-;-;1;-;-;-;5;3;9;2;1;2;2;2;11;5;2;1;2;1;1;2;-;1;-;2;1;-;-;1;1;4;1;3;1;3;1;-;-;12;-;-;1;2;1;-;-;-;-;-;2;-;-;-;2;7;3;4;2;1;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;2;-;152
"292800 Santaluz";-;-;-;-;-;-;-;-;1;1;-;1;4;2;1;-;-;1;1;4;-;2;2;4;1;2;4;4;-;1;2;-;2;2;3;-;-;-;3;1;3;1;3;-;1;1;3;4;-;1;1;1;-;-;3;1;1;3;1;2;-;-;1;2;-;-;-;1;-;2;-;-;1;1;1;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102
"292820 Santana";-;-;-;-;-;-;-;-;4;71;32;20;11;6;9;12;16;21;26;16;24;44;40;25;17;21;25;24;18;25;23;34;25;26;15;16;7;10;12;16;40;36;27;29;29;14;16;18;8;4;18;14;15;35;32;46;44;32;25;20;19;6;8;22;22;12;24;29;34;41;20;22;17;11;18;29;19;40;44;20;24;35;16;15;16;10;13;13;19;34;24;17;41;18;12;12;8;6;9;13;12;13;19;15;19;8;15;9;9;2;1;9;3;3;4;2;3;12;10;7;16;28;40;16;16;11;7;23;27;26;12;5;11;12;12;10;16;22;11;9;18;24;8;7;1;1;5;4;5;1;1;1;1;1;-;1;-;-;-;2589
"292830 Santanópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;3;-;-;3;-;1;5;3;-;1;5;2;1;1;2;4;3;2;3;2;1;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;3;1;1;3;2;10;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;1;-;-;-;6;1;3;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;95
"292860 Santo Amaro";-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;1;-;1;1;1;4;-;1;1;1;2;-;1;1;1;1;2;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;-;3;1;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;44
"292870 Santo Antônio de Jesus";-;-;-;-;-;-;-;-;2;17;36;57;83;48;27;56;65;36;59;30;33;32;36;29;43;29;20;33;21;29;17;30;27;29;36;38;35;35;36;21;39;45;38;34;3;40;34;32;50;33;28;43;28;22;27;25;34;28;21;26;21;28;56;40;29;18;22;35;38;32;21;29;28;33;27;20;14;5;16;27;13;4;8;13;13;17;6;13;6;11;13;10;17;10;11;23;9;12;7;5;4;10;8;6;9;3;2;5;2;-;1;-;1;1;4;2;2;2;1;3;3;2;2;-;2;1;-;8;2;1;2;3;1;4;-;2;2;-;-;3;3;2;2;2;-;1;3;2;3;1;1;1;3;5;4;2;-;1;-;2655
"292880 Santo Estêvão";-;-;-;-;-;-;-;-;-;10;7;8;1;-;-;1;-;4;1;-;-;2;1;1;-;-;-;1;2;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"292890 São Desidério";-;-;-;-;-;-;-;-;2;22;6;18;21;16;4;27;35;18;11;17;9;11;20;12;9;4;6;10;2;1;2;4;6;11;1;2;1;8;5;8;5;5;6;-;1;8;10;6;4;-;-;2;3;-;1;1;1;1;2;3;1;2;-;-;1;-;2;-;-;1;-;3;2;-;5;3;-;4;5;3;1;3;1;-;3;6;1;1;5;7;-;1;1;-;1;1;2;1;3;1;1;3;-;5;-;1;3;1;-;-;-;2;1;1;2;-;-;1;2;7;1;6;3;1;-;1;-;-;-;-;-;-;1;-;-;-;1;4;1;2;-;-;1;3;1;1;3;-;2;-;-;-;-;-;-;1;-;-;-;522
"292895 São Domingos";-;-;-;-;-;-;-;-;8;14;2;40;51;38;22;14;14;32;28;17;13;24;17;18;15;16;29;21;16;17;29;26;21;20;16;13;20;26;20;24;32;36;33;33;22;28;22;20;4;21;15;13;12;17;8;13;13;6;3;4;1;1;2;3;1;3;1;3;3;2;1;-;-;-;1;1;2;3;1;-;-;-;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;2;1;-;1;-;-;-;-;-;5;-;-;-;3;-;7;9;10;5;6;2;9;1;-;2;4;5;4;5;-;-;2;1;-;2;-;4;3;1;2;-;-;-;-;-;-;-;1;2;1;3;3;-;-;-;1178
"292910 São Felipe";-;-;-;-;-;-;-;-;-;3;3;-;5;2;4;2;4;9;6;2;1;3;2;4;3;-;2;1;-;-;2;2;-;1;1;10;4;4;5;2;3;2;1;-;3;3;2;5;1;6;1;1;1;1;1;-;-;-;1;3;3;-;1;1;-;3;-;4;2;2;1;-;7;3;-;1;1;-;-;1;-;1;1;2;1;1;-;1;-;-;1;-;1;2;1;-;-;1;2;-;-;-;-;-;1;-;1;-;3;-;2;-;1;1;-;-;1;1;3;1;2;1;3;2;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;198
"292900 São Félix";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"292905 São Félix do Coribe";-;-;-;-;-;-;-;-;4;26;10;28;6;11;9;13;5;23;14;6;6;9;3;6;-;3;3;3;4;6;7;5;7;4;6;13;7;8;10;16;42;31;12;9;14;11;5;4;5;12;10;19;15;16;10;13;14;3;9;7;6;7;10;7;6;3;1;2;-;4;4;5;3;3;2;4;3;11;8;10;15;9;3;11;5;10;9;3;8;11;1;6;4;7;3;8;6;8;2;1;9;8;5;7;10;5;6;4;4;3;7;8;2;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;861
"292920 São Francisco do Conde";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;9
